step,pregunta,respuesta,esperado,nota_directa,tiempo,entropia,perplejidad,masa_acumulada_top_3,masa_notas,masa_no_notas,margen_logit,diferencia_probabilidad,top_3_vocabulario_json,top_3_notas_json
10,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Tenemos diferentes buenas prácticas en TDD:

* Que tengan un nombre descriptivo: es importante que los nombres de los test tengan nombres que describan lo que van a probar, con ello se consigue claridad en cuanto a saber que hace cada test cuando, por ejemplo, otro desarrollador lea los test que tienen que pasar su codigo.

* Test unitarios: es decir, es necesario que un test no dependa de ningún otro. Así, nos podemos asegurar que cada parte del codigo que se necesite probar se desarrolla modularmente.",6.0,6.0,20.064,0.06090796477470426,1.0431220465243278,0.9998093247413635,0.9999907413640239,9.258635976117091e-06,5.5,0.9897676380351186,"[{""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.9938291907310486, ""es_nota"": true}, {""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.004061552695930004, ""es_nota"": true}, {""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.0019185417331755161, ""es_nota"": true}]","[{""nota"": 6, ""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.9938291907310486, ""logit"": 27.0}, {""nota"": 5, ""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.004061552695930004, ""logit"": 21.5}, {""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.0019185417331755161, ""logit"": 20.75}]"
11,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El TDD es una metodologia en la que se crean unos test y posteriormente se programa las funcionalidades, tiene un ciclo iterativo el cual se basa en Rojo-Verde-Refactor:
-Rojo: Se crean test que fallan por no tener implementadas las funcionalidades.
-Verde: Se crean las funcionalidades para los test para que den correctos.
-Refactor: Se mejoran las funcionalidades sin alterar el comportamiento.

El objetivo del TDD es el de guiar al diseño de software a traves de pruebas automaticas (test).

Gracias al TDD se pueden crear mejores diseños de software y aun que tenga un mayor tiempo de comienzo, al hacer primero los test y luego la programación consigues anteponerte a posibles errores, siempre y cuando sigas las buenas practicas del TDD.",10.0,9.0,20.931,0.7257948948709874,1.653811601015547,0.9999945163726807,0.9999945421753049,5.457824695076496e-06,1.375,0.5963660329580307,"[{""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.7981767058372498, ""es_nota"": true}, {""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.20181067287921906, ""es_nota"": true}, {""token"": ""0"", ""token_id"": 236771, ""probabilidad"": 7.135521173040615e-06, ""es_nota"": true}]","[{""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.7981767058372498, ""logit"": 25.25}, {""nota"": 1, ""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.20181067287921906, ""logit"": 23.875}, {""nota"": 0, ""token"": ""0"", ""token_id"": 236771, ""probabilidad"": 7.135521173040615e-06, ""logit"": 13.625}]"
12,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"Comparado con el testing tradicional que se basa en primero hacer la programación y luego crear los test, el TDD crea antes los test que la programación siguendo un ciclo que le permite anteponerse a errores, y mejorar las funcionalidades de los test, obteniendo asi un mejor diseño, que sea modular y un mejor mantenimiento que el testing tradicional.",8.0,8.0,20.0,0.23092388789449683,1.1735862618852169,0.9999814629554749,0.9999909561818249,9.043818175125118e-06,3.25,0.9252910651266575,"[{""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.9626157283782959, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.03732466325163841, ""es_nota"": true}, {""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 4.105487096239813e-05, ""es_nota"": true}]","[{""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.9626157283782959, ""logit"": 25.625}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.03732466325163841, ""logit"": 22.375}, {""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 4.105487096239813e-05, ""logit"": 15.5625}]"
13,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Entre las buenas practicas destacan sobre todo las siguientes:
- Que tengan un nombre descriptivo, con ello consigues que sea más claro y facil de ver, evitando asi el poner demasiados comentarios para describir un test.
- Que un test no dependa del anterior, es decir, que el resultado de un test sea todalmente independiente, con ello nos aseguramos de que no haya fallas en ambos si uno sale mal.

-Que las funcionalidades solo vayan a UN solo test, que cada funcionalidad vaya al test que debe ir, sino se podrian agrupar assertions.",6.0,6.0,20.156,0.13668267745216373,1.0993743139876482,0.9998060464859009,0.9999879488634487,1.2051136551338715e-05,4.375,0.9710285179316998,"[{""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.9834077954292297, ""es_nota"": true}, {""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.012379277497529984, ""es_nota"": true}, {""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.004018962848931551, ""es_nota"": true}]","[{""nota"": 6, ""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.9834077954292297, ""logit"": 26.875}, {""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.012379277497529984, ""logit"": 22.5}, {""nota"": 5, ""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.004018962848931551, ""logit"": 21.375}]"
14,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"Es muy importante el validar entradas ya que comienzas con una estructura muy robusta y correcta, sino a mitad del proceso se pueden volver los test fragil.",3.0,4.0,19.298,0.2673602711392883,1.2036035534659668,0.9999852180480957,0.9999977014213939,2.2985786061191504e-06,3.125,0.9144939742982388,"[{""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.9565205574035645, ""es_nota"": true}, {""token"": ""3"", ""token_id"": 236800, ""probabilidad"": 0.0420265831053257, ""es_nota"": true}, {""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.0014380704378709197, ""es_nota"": true}]","[{""nota"": 4, ""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.9565205574035645, ""logit"": 27.25}, {""nota"": 3, ""token"": ""3"", ""token_id"": 236800, ""probabilidad"": 0.0420265831053257, ""logit"": 24.125}, {""nota"": 5, ""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.0014380704378709197, ""logit"": 20.75}]"
15,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo de TDD consiste en un formato de 3 pasos.

El primero consiste en el rojo, que se trata de un test que falla. Por ejemplo, has puesto una función sin definir

El segundo es el verde, que trata de implementar lo mínimo para que pase dicho test. Por ejemplo, como he dicho en el paso anterior definir esa función era lo mínimo para que pase el test

Y por último, refactor, que consiste en mejorar dicho código que ha pasado el test. Por ejemplo, has renombrado las variables que no tenían nombres muy significativos o has mejorado alguna función que era demasiado compleja

Es importante en el desarrollo de software para grupos nuevos debido a que dicho software se desarrolla de manera progresiva",9.0,8.0,20.896,0.8758933105982415,1.8351440480265353,0.9999333024024963,0.9999793320392205,2.066796077948574e-05,0.875,0.41152456402778625,"[{""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.7057070136070251, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.2941824495792389, ""es_nota"": true}, {""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 4.379218444228172e-05, ""es_nota"": true}]","[{""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.7057070136070251, ""logit"": 25.25}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.2941824495792389, ""logit"": 24.375}, {""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 4.379218444228172e-05, ""logit"": 15.5625}]"
16,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"En el enfoque tradicional de testing en el desarrollo de software es algo que se centra más en el código que pasar los test, los test se consideran algo secundario. 

En el desarrollo del TDD se centra más en el partado de los test que el desarrollo del código en si.",6.0,4.0,20.04,0.15971302444491106,1.1170649135549129,0.9999608993530273,0.9999981312170592,1.8687829408392531e-06,3.875,0.9578869771212339,"[{""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.9781886339187622, ""es_nota"": true}, {""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.020301656797528267, ""es_nota"": true}, {""token"": ""3"", ""token_id"": 236800, ""probabilidad"": 0.0014706470537930727, ""es_nota"": true}]","[{""nota"": 4, ""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.9781886339187622, ""logit"": 27.25}, {""nota"": 5, ""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.020301656797528267, ""logit"": 23.375}, {""nota"": 3, ""token"": ""3"", ""token_id"": 236800, ""probabilidad"": 0.0014706470537930727, ""logit"": 20.75}]"
17,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Las buenas prácticas del TDD trata de mejorar el desarrollo de software progresivamente durante el desarrollo y que sea más accesible para que otros integrantes del grupo puedan seguir mejorando dicho código.

Hace que la calidad del software incremente de manera exponencial y que sea accesible para todos",3.0,4.0,19.35,0.04742244677362903,1.0334169462511351,0.9999953508377075,0.9999978956212608,2.1043787391539226e-06,6.0,0.9928836096078157,"[{""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.9953508377075195, ""es_nota"": true}, {""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.0024672280997037888, ""es_nota"": true}, {""token"": ""3"", ""token_id"": 236800, ""probabilidad"": 0.002177321119233966, ""es_nota"": true}]","[{""nota"": 4, ""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.9953508377075195, ""logit"": 27.25}, {""nota"": 5, ""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.0024672280997037888, ""logit"": 21.25}, {""nota"": 3, ""token"": ""3"", ""token_id"": 236800, ""probabilidad"": 0.002177321119233966, ""logit"": 21.125}]"
18,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"Para validar las entradas en el cotexto de TDD vamos a evitar los casos Edge, se refiere a los casos donde nosotros pedimos un dato al usuario y con el teclado se puede equivocar. Por ejemplo, cuando nosotros pedimos un la edad a un usuario en un formulario y te dice que tiene -1 años. Esto se relaciona con la robustez del software para que a lo hora de insertar datos en los usuarios ponga sitios que no sean nulos, datos negativos, etc.",6.0,6.0,20.024,0.8167812336462613,1.7614716232333882,0.999851405620575,0.9999950696621229,4.930337877073754e-06,1.375,0.5886899679899216,"[{""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.7879030704498291, ""es_nota"": true}, {""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.19921310245990753, ""es_nota"": true}, {""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.012735267169773579, ""es_nota"": true}]","[{""nota"": 6, ""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.7879030704498291, ""logit"": 26.125}, {""nota"": 5, ""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.19921310245990753, ""logit"": 24.75}, {""nota"": 4, ""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.012735267169773579, ""logit"": 22.0}]"
19,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo TDD (Test Driven Development) es una metodología utilizada en la ingeniería del software que permite implementar los requisitos a código mediante el uso de pruebas o tests. Para ello, sigue el siguiente ciclo de tests:

-Rojo: se escribe un test que no cumple, no pasa, va a fallar (ya que las clases y métodos no están todavía implementados).

-Verde: se implementa el código mínimo para que el test anterior pase sin ningún problema

-Refactor: se mejora  el código o estructura interna sin afectar a la salida o comportamiento del programa.

El TDD es importante en el desarrollo de software porque permite crear programas con códigos completos y eficientes, asegurandonos de que todas las líneas de código están cubiertas y que no se ha creado código innecesario. Es un tipo de programación proactiva en la que primero se crean los tests y luego el código.",10.0,10.0,21.518,0.00758430068749807,1.0052708791013136,0.9999997615814209,0.9999994835330799,5.164669201196403e-07,7.375,0.9987468041945249,"[{""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9993731379508972, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.0006263337563723326, ""es_nota"": true}, {""token"": "" "", ""token_id"": 236743, ""probabilidad"": 3.057105573134322e-07, ""es_nota"": false}]","[{""nota"": 1, ""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9993731379508972, ""logit"": 27.125}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.0006263337563723326, ""logit"": 19.75}, {""nota"": 0, ""token"": ""0"", ""token_id"": 236771, ""probabilidad"": 9.231658992803204e-09, ""logit"": 8.625}]"
20,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"En el TDD se escriben primero los tests y luego el código en base a lo que cubren dichas pruebas, pero en el testing tradicional primero va el código y luego los tests en función de dicho código.

En el TDD se utiliza una programación proactiva y en el testing tradicional se utiliza una programación reactiva.

En el TDD, los tests son obligatorios (ya que el código va a depender de ellos). Sin embargo, en el testing tradicional, los tests son opcionales (pueden estar o no).

En el testing tradicional es más probable que existan bugs y código innecesario o sin ejecutar, mientras que en el TDD se minimiza considerablemente la probabilidad de tener bugs y se implementa el código necesario para que el programa funcione correctamente.",10.0,10.0,20.95,0.15788957820076385,1.1156539285132239,0.9999988675117493,0.9999986142449037,1.385755096339203e-06,3.75,0.9540437050163746,"[{""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9770210385322571, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.022977333515882492, ""es_nota"": true}, {""token"": "" "", ""token_id"": 236743, ""probabilidad"": 4.92758317705011e-07, ""es_nota"": false}]","[{""nota"": 1, ""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9770210385322571, ""logit"": 26.625}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.022977333515882492, ""logit"": 22.875}, {""nota"": 0, ""token"": ""0"", ""token_id"": 236771, ""probabilidad"": 2.1866017618776823e-07, ""logit"": 11.3125}]"
