step,pregunta,respuesta,esperado,nota_directa,tiempo,entropia,perplejidad,masa_acumulada_top_3,masa_notas,masa_no_notas,margen_logit,diferencia_probabilidad,top_3_vocabulario_json,top_3_notas_json
10,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Tenemos diferentes buenas prácticas en TDD:

* Que tengan un nombre descriptivo: es importante que los nombres de los test tengan nombres que describan lo que van a probar, con ello se consigue claridad en cuanto a saber que hace cada test cuando, por ejemplo, otro desarrollador lea los test que tienen que pasar su codigo.

* Test unitarios: es decir, es necesario que un test no dependa de ningún otro. Así, nos podemos asegurar que cada parte del codigo que se necesite probar se desarrolla modularmente.",6.0,7.0,14.865,0.3061411597963916,1.236396229592075,0.9999784231185913,0.9999849843538581,1.5015646141924854e-05,2.875,0.8928100056946278,"[{""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.9461904168128967, ""es_nota"": true}, {""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.05338041111826897, ""es_nota"": true}, {""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.0004075644537806511, ""es_nota"": true}]","[{""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.9461904168128967, ""logit"": 26.0}, {""nota"": 6, ""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.05338041111826897, ""logit"": 23.125}, {""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.0004075644537806511, ""logit"": 18.25}]"
11,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El TDD es una metodologia en la que se crean unos test y posteriormente se programa las funcionalidades, tiene un ciclo iterativo el cual se basa en Rojo-Verde-Refactor:
-Rojo: Se crean test que fallan por no tener implementadas las funcionalidades.
-Verde: Se crean las funcionalidades para los test para que den correctos.
-Refactor: Se mejoran las funcionalidades sin alterar el comportamiento.

El objetivo del TDD es el de guiar al diseño de software a traves de pruebas automaticas (test).

Gracias al TDD se pueden crear mejores diseños de software y aun que tenga un mayor tiempo de comienzo, al hacer primero los test y luego la programación consigues anteponerte a posibles errores, siempre y cuando sigas las buenas practicas del TDD.",10.0,10.0,15.51,0.001432454744548197,1.0009933950578052,0.9999997615814209,0.9999996739183703,3.260816296979385e-07,9.25,0.9998074573013582,"[{""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9999035596847534, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 9.610238339519128e-05, ""es_nota"": true}, {""token"": "" "", ""token_id"": 236743, ""probabilidad"": 1.4448409046963206e-07, ""es_nota"": false}]","[{""nota"": 1, ""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9999035596847534, ""logit"": 27.125}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 9.610238339519128e-05, ""logit"": 17.875}, {""nota"": 0, ""token"": ""0"", ""token_id"": 236771, ""probabilidad"": 8.151234354158987e-09, ""logit"": 8.5}]"
12,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"Comparado con el testing tradicional que se basa en primero hacer la programación y luego crear los test, el TDD crea antes los test que la programación siguendo un ciclo que le permite anteponerse a errores, y mejorar las funcionalidades de los test, obteniendo asi un mejor diseño, que sea modular y un mejor mantenimiento que el testing tradicional.",8.0,9.0,14.191,0.6453317669250465,1.564098930268276,0.9999895095825195,0.9999924229000936,7.577099906397322e-06,1.625,0.6709568053483963,"[{""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.8354707360267639, ""es_nota"": true}, {""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.16451393067836761, ""es_nota"": true}, {""token"": ""0"", ""token_id"": 236771, ""probabilidad"": 4.822297796636121e-06, ""es_nota"": true}]","[{""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.8354707360267639, ""logit"": 25.0}, {""nota"": 1, ""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.16451393067836761, ""logit"": 23.375}, {""nota"": 0, ""token"": ""0"", ""token_id"": 236771, ""probabilidad"": 4.822297796636121e-06, ""logit"": 12.9375}]"
13,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Entre las buenas practicas destacan sobre todo las siguientes:
- Que tengan un nombre descriptivo, con ello consigues que sea más claro y facil de ver, evitando asi el poner demasiados comentarios para describir un test.
- Que un test no dependa del anterior, es decir, que el resultado de un test sea todalmente independiente, con ello nos aseguramos de que no haya fallas en ambos si uno sale mal.

-Que las funcionalidades solo vayan a UN solo test, que cada funcionalidad vaya al test que debe ir, sino se podrian agrupar assertions.",6.0,7.0,14.719,0.1342061591309965,1.097488756003542,0.9999849200248718,0.9999888500692491,1.1149930750908865e-05,4.375,0.9712022561579943,"[{""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.9835837483406067, ""es_nota"": true}, {""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.012381492182612419, ""es_nota"": true}, {""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.004019681829959154, ""es_nota"": true}]","[{""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.9835837483406067, ""logit"": 26.25}, {""nota"": 6, ""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.012381492182612419, ""logit"": 21.875}, {""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.004019681829959154, ""logit"": 20.75}]"
14,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"Es muy importante el validar entradas ya que comienzas con una estructura muy robusta y correcta, sino a mitad del proceso se pueden volver los test fragil.",3.0,7.0,13.565,0.7279908474893761,1.6563308148118963,0.9999707341194153,0.9999845715908386,1.542840916135546e-05,1.375,0.5962706357240677,"[{""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.7980490326881409, ""es_nota"": true}, {""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.20177839696407318, ""es_nota"": true}, {""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.000143297846079804, ""es_nota"": true}]","[{""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.7980490326881409, ""logit"": 25.25}, {""nota"": 6, ""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.20177839696407318, ""logit"": 23.875}, {""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.000143297846079804, ""logit"": 16.625}]"
15,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo de TDD consiste en un formato de 3 pasos.

El primero consiste en el rojo, que se trata de un test que falla. Por ejemplo, has puesto una función sin definir

El segundo es el verde, que trata de implementar lo mínimo para que pase dicho test. Por ejemplo, como he dicho en el paso anterior definir esa función era lo mínimo para que pase el test

Y por último, refactor, que consiste en mejorar dicho código que ha pasado el test. Por ejemplo, has renombrado las variables que no tenían nombres muy significativos o has mejorado alguna función que era demasiado compleja

Es importante en el desarrollo de software para grupos nuevos debido a que dicho software se desarrolla de manera progresiva",9.0,9.0,15.061,0.08079474309727994,1.0576004846629306,0.9999733567237854,0.9999840810062945,1.591899370545491e-05,4.625,0.9804636016488075,"[{""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.9901708960533142, ""es_nota"": true}, {""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.009707294404506683, ""es_nota"": true}, {""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 9.516696445643902e-05, ""es_nota"": true}]","[{""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 0.9901708960533142, ""logit"": 25.5}, {""nota"": 1, ""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.009707294404506683, ""logit"": 20.875}, {""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 9.516696445643902e-05, ""logit"": 16.25}]"
16,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"En el enfoque tradicional de testing en el desarrollo de software es algo que se centra más en el código que pasar los test, los test se consideran algo secundario. 

En el desarrollo del TDD se centra más en el partado de los test que el desarrollo del código en si.",6.0,6.0,14.101,0.732007453876987,1.6609486296729792,0.9998829960823059,0.9999864211648907,1.3578835109329113e-05,1.375,0.5960715711116791,"[{""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.7977825999259949, ""es_nota"": true}, {""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.2017110288143158, ""es_nota"": true}, {""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.00038939391379244626, ""es_nota"": true}]","[{""nota"": 6, ""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.7977825999259949, ""logit"": 25.625}, {""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.2017110288143158, ""logit"": 24.25}, {""nota"": 5, ""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.00038939391379244626, ""logit"": 18.0}]"
17,Describe las buenas prácticas en TDD y su impacto en la calidad del software.,"Las buenas prácticas del TDD trata de mejorar el desarrollo de software progresivamente durante el desarrollo y que sea más accesible para que otros integrantes del grupo puedan seguir mejorando dicho código.

Hace que la calidad del software incremente de manera exponencial y que sea accesible para todos",3.0,6.0,14.093,0.7104607327185821,1.636326603721195,0.9992305636405945,0.9999890016588271,1.0998341172907544e-05,1.625,0.6656393110752106,"[{""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.8288494348526001, ""es_nota"": true}, {""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.16321012377738953, ""es_nota"": true}, {""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.00717095285654068, ""es_nota"": true}]","[{""nota"": 6, ""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.8288494348526001, ""logit"": 25.75}, {""nota"": 5, ""token"": ""5"", ""token_id"": 236810, ""probabilidad"": 0.16321012377738953, ""logit"": 24.125}, {""nota"": 4, ""token"": ""4"", ""token_id"": 236812, ""probabilidad"": 0.00717095285654068, ""logit"": 21.0}]"
18,Explica la importancia de validar entradas en el contexto de TDD y cómo se relaciona con la robustez del software.,"Para validar las entradas en el cotexto de TDD vamos a evitar los casos Edge, se refiere a los casos donde nosotros pedimos un dato al usuario y con el teclado se puede equivocar. Por ejemplo, cuando nosotros pedimos un la edad a un usuario en un formulario y te dice que tiene -1 años. Esto se relaciona con la robustez del software para que a lo hora de insertar datos en los usuarios ponga sitios que no sean nulos, datos negativos, etc.",6.0,7.0,14.292,0.08033076379347746,1.057260408746436,0.999991238117218,0.9999924596566093,7.540343390677329e-06,5.0,0.9844665545970201,"[{""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.9911448359489441, ""es_nota"": true}, {""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.0066782813519239426, ""es_nota"": true}, {""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.0021681205835193396, ""es_nota"": true}]","[{""nota"": 7, ""token"": ""7"", ""token_id"": 236832, ""probabilidad"": 0.9911448359489441, ""logit"": 26.0}, {""nota"": 8, ""token"": ""8"", ""token_id"": 236828, ""probabilidad"": 0.0066782813519239426, ""logit"": 21.0}, {""nota"": 6, ""token"": ""6"", ""token_id"": 236825, ""probabilidad"": 0.0021681205835193396, ""logit"": 19.875}]"
19,Explica el ciclo TDD  y su importancia en el desarrollo de software.,"El ciclo TDD (Test Driven Development) es una metodología utilizada en la ingeniería del software que permite implementar los requisitos a código mediante el uso de pruebas o tests. Para ello, sigue el siguiente ciclo de tests:

-Rojo: se escribe un test que no cumple, no pasa, va a fallar (ya que las clases y métodos no están todavía implementados).

-Verde: se implementa el código mínimo para que el test anterior pase sin ningún problema

-Refactor: se mejora  el código o estructura interna sin afectar a la salida o comportamiento del programa.

El TDD es importante en el desarrollo de software porque permite crear programas con códigos completos y eficientes, asegurandonos de que todas las líneas de código están cubiertas y que no se ha creado código innecesario. Es un tipo de programación proactiva en la que primero se crean los tests y luego el código.",10.0,10.0,15.758,7.759166796070572e-05,1.0000537838921835,0.9999998807907104,0.9999997959147194,2.0408528056403696e-07,12.5,0.9999923394548205,"[{""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9999960660934448, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 3.7266386243572924e-06, ""es_nota"": true}, {""token"": "" "", ""token_id"": 236743, ""probabilidad"": 6.825576548408208e-08, ""es_nota"": false}]","[{""nota"": 1, ""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9999960660934448, ""logit"": 27.0}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 3.7266386243572924e-06, ""logit"": 14.5}, {""nota"": 0, ""token"": ""0"", ""token_id"": 236771, ""probabilidad"": 1.2501479851323438e-09, ""logit"": 6.5}]"
20,Compara TDD con un enfoque tradicional de testing en el desarrollo de software.,"En el TDD se escriben primero los tests y luego el código en base a lo que cubren dichas pruebas, pero en el testing tradicional primero va el código y luego los tests en función de dicho código.

En el TDD se utiliza una programación proactiva y en el testing tradicional se utiliza una programación reactiva.

En el TDD, los tests son obligatorios (ya que el código va a depender de ellos). Sin embargo, en el testing tradicional, los tests son opcionales (pueden estar o no).

En el testing tradicional es más probable que existan bugs y código innecesario o sin ejecutar, mientras que en el TDD se minimiza considerablemente la probabilidad de tener bugs y se implementa el código necesario para que el programa funcione correctamente.",10.0,10.0,15.69,0.0002357240243899997,1.000163404792005,0.9999998211860657,0.9999997828622026,2.171377974091726e-07,11.25,0.9999737606431154,"[{""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9999867677688599, ""es_nota"": true}, {""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 1.3007125744479708e-05, ""es_nota"": true}, {""token"": "" "", ""token_id"": 236743, ""probabilidad"": 6.825513310104725e-08, ""es_nota"": false}]","[{""nota"": 1, ""token"": ""1"", ""token_id"": 236770, ""probabilidad"": 0.9999867677688599, ""logit"": 27.25}, {""nota"": 9, ""token"": ""9"", ""token_id"": 236819, ""probabilidad"": 1.3007125744479708e-05, ""logit"": 16.0}, {""nota"": 0, ""token"": ""0"", ""token_id"": 236771, ""probabilidad"": 2.817225563944703e-09, ""logit"": 7.5625}]"
