Pregunta ID,Respuesta estudiante,Nota Profesor,Nota Agente (Ensamble),Diferencia,Rango de nota,Nota Conceptos (Exp 1),Nota Rango (Exp 2),Nota Directa (Exp 3)
Q675600740,"Tenemos diferentes buenas prácticas en TDD:

* Que tengan un nombre descriptivo: es importante que los nombres de los test tengan nombres que describan lo que van a probar, con ello se consigue claridad en cuanto a saber que hace cada test cuando, por ejemplo, otro desarrollador lea los test que tienen que pasar su codigo.

* Test unitarios: es decir, es necesario que un test no dependa de ningún otro. Así, nos podemos asegurar que cada parte del codigo que se necesite probar se desarrolla modularmente.",6,4,-2,<ACEPTABLE>,0,5,4
Q799823558,"Comparado con el testing tradicional que se basa en primero hacer la programación y luego crear los test, el TDD crea antes los test que la programación siguendo un ciclo que le permite anteponerse a errores, y mejorar las funcionalidades de los test, obteniendo asi un mejor diseño, que sea modular y un mejor mantenimiento que el testing tradicional.",8,7,-1,<ACEPTABLE>,7.14,5,7
Q675600740,"Entre las buenas practicas destacan sobre todo las siguientes:
- Que tengan un nombre descriptivo, con ello consigues que sea más claro y facil de ver, evitando asi el poner demasiados comentarios para describir un test.
- Que un test no dependa del anterior, es decir, que el resultado de un test sea todalmente independiente, con ello nos aseguramos de que no haya fallas en ambos si uno sale mal.

-Que las funcionalidades solo vayan a UN solo test, que cada funcionalidad vaya al test que debe ir, sino se podrian agrupar assertions.",6,3,-3,<INSUFICIENTE>,0,1.5,4
Q004474161,"El TDD es una metodologia en la que se crean unos test y posteriormente se programa las funcionalidades, tiene un ciclo iterativo el cual se basa en Rojo-Verde-Refactor:
-Rojo: Se crean test que fallan por no tener implementadas las funcionalidades.
-Verde: Se crean las funcionalidades para los test para que den correctos.
-Refactor: Se mejoran las funcionalidades sin alterar el comportamiento.

El objetivo del TDD es el de guiar al diseño de software a traves de pruebas automaticas (test).

Gracias al TDD se pueden crear mejores diseños de software y aun que tenga un mayor tiempo de comienzo, al hacer primero los test y luego la programación consigues anteponerte a posibles errores, siempre y cuando sigas las buenas practicas del TDD.",10,7,-3,<BUENO>,6.67,7.5,7
Q205293180,"Es muy importante el validar entradas ya que comienzas con una estructura muy robusta y correcta, sino a mitad del proceso se pueden volver los test fragil.",3,3,0,<INSUFICIENTE>,3.33,1.5,3
Q004474161,"El ciclo de TDD consiste en un formato de 3 pasos.

El primero consiste en el rojo, que se trata de un test que falla. Por ejemplo, has puesto una función sin definir

El segundo es el verde, que trata de implementar lo mínimo para que pase dicho test. Por ejemplo, como he dicho en el paso anterior definir esa función era lo mínimo para que pase el test

Y por último, refactor, que consiste en mejorar dicho código que ha pasado el test. Por ejemplo, has renombrado las variables que no tenían nombres muy significativos o has mejorado alguna función que era demasiado compleja

Es importante en el desarrollo de software para grupos nuevos debido a que dicho software se desarrolla de manera progresiva",9,7,-2,<ACEPTABLE>,4.44,5,7
Q799823558,"En el enfoque tradicional de testing en el desarrollo de software es algo que se centra más en el código que pasar los test, los test se consideran algo secundario. 

En el desarrollo del TDD se centra más en el partado de los test que el desarrollo del código en si.",6,2,-4,<INSUFICIENTE>,4.29,1.5,2
Q675600740,"Las buenas prácticas del TDD trata de mejorar el desarrollo de software progresivamente durante el desarrollo y que sea más accesible para que otros integrantes del grupo puedan seguir mejorando dicho código.

Hace que la calidad del software incremente de manera exponencial y que sea accesible para todos",3,1,-2,<INSUFICIENTE>,0,1.5,1
Q205293180,"Para validar las entradas en el cotexto de TDD vamos a evitar los casos Edge, se refiere a los casos donde nosotros pedimos un dato al usuario y con el teclado se puede equivocar. Por ejemplo, cuando nosotros pedimos un la edad a un usuario en un formulario y te dice que tiene -1 años. Esto se relaciona con la robustez del software para que a lo hora de insertar datos en los usuarios ponga sitios que no sean nulos, datos negativos, etc.",6,3,-3,<INSUFICIENTE>,5,1.5,3
Q004474161,"El ciclo TDD (Test Driven Development) es una metodología utilizada en la ingeniería del software que permite implementar los requisitos a código mediante el uso de pruebas o tests. Para ello, sigue el siguiente ciclo de tests:

-Rojo: se escribe un test que no cumple, no pasa, va a fallar (ya que las clases y métodos no están todavía implementados).

-Verde: se implementa el código mínimo para que el test anterior pase sin ningún problema

-Refactor: se mejora  el código o estructura interna sin afectar a la salida o comportamiento del programa.

El TDD es importante en el desarrollo de software porque permite crear programas con códigos completos y eficientes, asegurandonos de que todas las líneas de código están cubiertas y que no se ha creado código innecesario. Es un tipo de programación proactiva en la que primero se crean los tests y luego el código.",10,7,-3,<BUENO>,5.56,7.5,7
Q799823558,"En el TDD se escriben primero los tests y luego el código en base a lo que cubren dichas pruebas, pero en el testing tradicional primero va el código y luego los tests en función de dicho código.

En el TDD se utiliza una programación proactiva y en el testing tradicional se utiliza una programación reactiva.

En el TDD, los tests son obligatorios (ya que el código va a depender de ellos). Sin embargo, en el testing tradicional, los tests son opcionales (pueden estar o no).

En el testing tradicional es más probable que existan bugs y código innecesario o sin ejecutar, mientras que en el TDD se minimiza considerablemente la probabilidad de tener bugs y se implementa el código necesario para que el programa funcione correctamente.",10,4,-6,<ACEPTABLE>,7.14,5,4
Q675600740,"-El uso del principio FIRST debe utilizarse para crear tests rápidos, independientes, reutilizables e invariables en el tiempo.

-Se debe escribir el código estrictamente necesario para que sea cubierto por los tests.

-En cuanto al refactor, se deben incluir mejoras que fomenten la eficiencia de nuestro código, sin afectar al comportamiento del mismo.

-Se debe implementar una estructura AAA (A..., ACT, ASSERT) en los tests para que queden lo más completos posibles.",9,6,-3,<ACEPTABLE>,0,5,7
Q205293180,"Es importante validar entradas en el contexto de TDD puesto que garantiza que el código no devuelva valores erróneos o sin sentido, permitiendo que el código sea eficiente y robusto.",5,4,-1,<ACEPTABLE>,5,5,4
Q799823558,"En el desarrollo de software, en un ciclo tradicional de testing se busca directamente escribir el código lo mejor posible y ya probar tests buscando que salgan verde a la primera. Mientras que en el ciclo TDD, primero escribes un test que sabes que va a fallar, y en base a los fallos, escribes lo mínimo para que este funcione.",7,4,-3,<ACEPTABLE>,4.29,5,4
Q004474161,"El ciclo TDD (Test Driven Development), se basa en desarrollar aplicaciones siguiendo el ciclo Red - Green - Refactor. Este ciclo consta:
En el primer paso, Red, crear un test que falle. En el segundo paso, Green, escribir lo mínimo necesario para que ese test escrito pase. Y por último en Refactor, optimizar y mejorar el código ya escrito.

Por ejemplo: Escribes un test en un proyecto Maven y ejecutas mvn test, en terminal sale que no se ha pasado correctamente (Red), entonces vuelves a tu código donde tienes el test, y lo modificas para que ese mvn test pase correctamente (Green), y ya finalmente optimizas tu código (Refactor).",5,7,2,<ACEPTABLE>,4.44,5,7
Q675600740,"Una buena práctica del TDD es la nomenclatura, es decir, que los tests tengan un nombre que represente lo que hace el test. Ejemplo: tenemos un test que comprueba si se cumple una condición Booleana, entonces lo óptimo sería llamarlo BooleanConditionComprobation, en vez de llamarlo Test1 por ejemplo.

 

Otra buena práctica es la arquitectura AAA (Arrange, Act, Assert), esta práctica se basa en escribir cada test con una estructura específica que, en un test, trata de hacer que primero se preparen los datos (Arrange), luego se actúe sobre esos datos (Act) y finalmente se compruebe (Assert).

 

Estas dos buenas prácticas tienen un impacto alto en la calidad del software, la primera por que a la hora de desarrollar software, está bien que todo tenga un nombre descriptivo, para que tu mismo lo entiendas si lo ves después de haberlo hecho, y para que si una persona tiene que continuar tu código, entienda para que son esos tests. Y la segunda, simplemente por un tema de orden, pero que cuando tienes muchos tests escritos te ayuda a que todo sea más legible.",6,2,-4,<INSUFICIENTE>,0,1.5,2
Q205293180,"La validación de entradas en los ciclos TDD es importante ya que te encargas de que las entradas existen y evitas que haya algún tipo de inconsistencia de datos.",4,3,-1,<INSUFICIENTE>,3.33,1.5,3
Q799823558,"El mecanismo TDD se ejecutan pruebas y luego se escribe el código, mientras que el enfoque tradicional se realiza el código y luego se ejecutan los test",6,4,-2,<INSUFICIENTE>,7.14,1.5,4
Q004474161,"El ciclo TDD es una metodología de desarrollo la cual sigue 3 pasos, el paso red, el primero, se realizan test, y por supuesto este test falla porque no hay nada implementado, luego sigue el verde, en el que se implementa un método o funcionalidad que valide el test del paso rojo de cualquier forma, y luego llegamos al tercer y ultimo paso que es el refactor en el cual se implementa la forma óptima para pasar el test. Y tiene una gran importancia ya que permite solucionar el fallo lo antes posible sin necesidad de buscar la forma óptima que requiere más tiempo.",8,6,-2,<ACEPTABLE>,3.33,5,6
Q675600740,"poner nombres simples e intuitivos, seguir el enfoque de las tres AAA y no probar varias funcionalidades en un mismo test, hacer varias que prueben y testeen una por una",6,6,0,<ACEPTABLE>,1.67,5,7
Q205293180,"es importante validar entradas ya que cuando ejecutamos un código este puede fallar al no interpretar caracteres o interpretarlos mal que es tal y como pasaría en la vida real si un usuario ejecuta un test manualmente y pese a ser funcional y pasar los test el programa podría romperse, por lo que validar entradas otorga una mayor robustez al código ya que se ajusta mas a la realidad",5,4,-1,<ACEPTABLE>,5,5,4
Q799823558,"Las principales ventajas de TDD respecto a un enfoque tradicional de testing en desarrollo software, son que el codigo se reduce, mayor seguridad al refactorizar, codigo mas limpio y mas modulado, menos errores y tambien disminuye el tiempo de debugging.",4,4,0,<ACEPTABLE>,0,5,5
Q004474161,"El ciclo TDD o desarrollo de pruebas guiado , es una metodologia, en el que las pruebas se desarrollan antes que el codigo de produccion. Es un ciclo corto y continuo y se divide en tres fases:

Ciclo Rojo, se desarrolla el el test y este no pasara ya que todavia no se ha implementado el codigo.

Ciclo Verde, se implementa el codigo minimo, y los test pasaran.

Ciclo Refactor, se mejora el codigo, manteniendolos test.

Esto garantiza un codigo limpio, bien modulado, reduciendo la cantidad de codigo y el debugging",10,7,-3,<BUENO>,3.33,7.5,7
Q675600740,"Desarrollar buenas en TDD es muy importante ya mejora la calidad del software notablemente, en el desarrollo de los tests prima la calidad a la cantidad, tambien es muy importante desarrollar codigo bien estructurado, ya que esto los errores,",3,4,1,<INSUFICIENTE>,1.67,1.5,4
Q205293180,"Validar la entradas de contexto es importante ya que evita conflictos en el codigo y esto hace que el codigo sea mas robusto.",4,3,-1,<INSUFICIENTE>,5,1.5,3
Q004474161,"El tdd, signfica test-driven-development, y es una metodologia de desarrollo de software, que se basa principalmente en test.

Se caracteriza por:

un test en rojo, donde el codigo proporcionado no pasa el test,

luego un test en verde el cual pasa el test pero con un codigo minimo.

y finalmente refactor, donde mientras el test esta en verde, depuramos el codigo, hacemos una limpieza de variables, las duplicadas las eliminamos, etc...

rojo --> verde --> refactor

Es importante este ciclo en el desarrollo ya que, trabajamos en base a los test, los cuales pueden ahorrarnos ciertos bugs, aunque es mas tedioso primero hacer el test, seguirlos, puede hacer que hagamos un codigo mas simple",9,7,-2,<ACEPTABLE>,4.44,5,7
Q799823558,"TDD -->

-Realizamos el test, y luego hacemos en codigo de produccion en base al mismo

-Usamos los test a modo de especificacion

-Es un enfoque proactivo

-Los test son obligatorios

Enfoque tradicional -->

-Primero realizamos el codigo y luego el test

-Usamos los test a modo de verificacion

-Hacemos los test de manera reactiva, es decir, en base al codigo

-Los test no son obligatorios, son opcionales",10,5,-5,<ACEPTABLE>,8.57,5,4
Q675600740,"Para realizar buenas practicas nos basaremos sobre todo en la practica FIRST, cuyas siglas significan -->

F  <fast> Los test deben ser rapidos

I   <independency> los test deben ser aislados, ejecutarse de manera independiente 

R <repeteable> Los test se pueden ejecutar sin importar el entorno donde se ejecuten 

S <self-validating> Se debe ver claramente si los test pasan o estan en rojo

T <timely> Debemos saber en que momentos puntuales hay que añadir codigo o test, no hacerlo a lo loco",8,6,-2,<INSUFICIENTE>,0,1.5,7
Q205293180,"Porque no puedes escribir codigo a lo loco, al final necesitas ajustarte a unos parametros para que el test pueda pasar por esas lineas que va a comprobar, y que este pueda entenderlo",3,2,-1,<INSUFICIENTE>,0,1.5,2
Q799823558,"Un enfoque tradicional al desarrollar un programa suele ser ir escribiendo codigo e ir probando si compila el programa entero a medida que lo vas haciendo, lo que suele dar muchos problemas por varias cosas muy minimas que hasta resulta dificil de identificar donde esta el problema. En cambio, al desarrollar un programa con la metodología del TDD puedes identificar esos errores en cada función mucho mas facil, ya que estan en ese fragmento de código y se puede identificar perfectamente que es lo que falla, a parte, al ir probando cada función por separado puedes asegurarte de que todas funcionan por su cuenta antes de juntarlo todo.",6,7,1,<ACEPTABLE>,4.29,5,7
Q004474161,"El ciclo TDD (Test driven development) es una metodología de desarrollo de software que se basa en ir haciendo tests a lo largo del desarrollo de manera que se pueden ir resolviendo los problemas y bugs de maneras mas claras y sencillas. Se empieza haciendo un test rojo (un primer test con sus debidos errores) luego un test verde (test que funciona pero que todavía no es perfecto) y por último tests refactores (tests solucionando cada error hasta que este perfecto o casi perfecto el codigo). El TDD ofrece varias ventajas a la hora de diseñar cada función, como puede ser la granularidad (testear con los fragmentos de código lo mas pequeños posibles para identificar facilmente cualquier error) o aislamiento (probar las funciones individualmente a ver si funcionan por su cuenta en vez de probarlas junto con el resto del código).",7,7,0,<ACEPTABLE>,5.56,5,7
Q675600740,"Entre las ventajas del TDD podemos ver que suele ser muy útil por aspectos como los que mencioné anteriormente de la granularidad o el aislamiento por ejemplo. La granularidad consiste en hacer tests con los fragmentos de código mas pequeños posibles, haciendo mucho mas fácil identificar cualquier problema presente. El aislamiento consiste en probar las diferentes funciones del código por separado y cada una por su cuenta en lugar de todas juntas en el programa, para así poder perfeccionar cada función antes de que se junte todo en un mismo programa. Aspectos como estos hacen muy útil el TDD a la hora de desarrollar programas de calidad, sobretodo el hecho de testear tantas veces el código e ir mejorando cada mínimo error con los tests refactores.",6,3,-3,<ACEPTABLE>,0,5,3
Q205293180,"Validar entradas es necesario si quieres un software de calidad que funcione perfecto sin importar que. Es algo importante y pesado, aportando mas líneas al programa para poder cubrir cualquier caso y validar las entradas haciendo del código uno mas robusto en el sentido de que, a parte de ser bastante código, también es un código mucho mas resistente y menos propenso a fallar.",5,4,-1,<ACEPTABLE>,5,5,4
Q799823558,"El ciclo TDD destaca por ser un proceso monitorizado principalmente por los test de código. Consta de 3 fases: red (test que falla), green (test con código mínimo para que pase), refactor (mejora del test). A diferencia de un enfoque tradicional, en esta no se sigue una metodología donde los test son los que dirigen el desarrollo. Los test son utilizados como verificador final del código que se ha realizado, y en base a ellos se evalúa si el código en cuestión cumple con su función o no. 

Por ejemplo, en un enfoque general, queremos realizar una función que añada un elemento a otro (a+b). Se implementarían los modelos y métodos necesarios. Y por último se añadiría el test que verificará finalmente si es verdad que se cumple esa acción. En cambio, en un ciclo TDD, se implementaría el test lo primero de todo, se seguirían las distintas fases mencionadas anteriormente. Pero por lo que destaca el enfoque TDD es el hecho de que el desarrollo gire en torno al test.",7,7,0,<BUENO>,5.71,7.5,7
Q004474161,"El ciclo TDD se trata de un desarrollo basado en los tests, de ahí su nombre: Test-Drive-Development. Consta de las siguientes fases:

1. Fase RED: se crea un test que va a fallar. Por ejemplo se crea un test llamado comprobarDescuento, pues falla ya que no hay un modelo existente descuento.java o un método existente aplicarDescuento.

2. Fase GREEN: se implementa el mínimo código necesario para que el test funcione (pase verde). Siguiendo el ejemplo anterior: se implementaría el modelo y el método mencionado para que ya funcione.

3. Fase REFACTOR: fase donde se mejora el código test anterior, bien sea optimizando el código o desarrollándolo de manera más eficiente con la intención simplemente de mejora. Como ejemplo se modificaría el test comprobarDescuento.

La importancia del ciclo TDD en el desarrollo de software es que permite llevar a cabo una metodología donde al ser el test lo más importante del desarrollo, permite simplificar otros procesos. Tiene sentido para proyectos más grandes, donde al haber tanto código, el principal objetivo es que generalmente ese código sea eficiente, es decir, que cumpla la función que tenga que cumplir.",6,7,1,<EXCELENTE>,5.56,9.5,7
Q675600740,"Las buenas prácticas en el TDD, se conocen con el acrónimo de FIRST. Cada letra define una característica distinta:

F: Fiable

I: Independiente

R: Repetible

S: 

T:

Todas estas prácticas contribuyen en la calidad del software de manera positiva ya que hace que no haya código dependiente, por ejemplo, si tenemos varios test, es importante que no haya test que dependan de otros para ser ejecutados. Además, el código al ser pasado por una etapa donde únicamente se emplea para mejorar el código, se vuelve un código mucho más fiable.",4,2,-2,<INSUFICIENTE>,1.67,1.5,2
Q205293180,"Validar las entradas en el contexto del TDD es de las acciones más importantes en el proceso ya que te garantizan el cumplimiento y seguimiento de que el desarrollador sigue las etapas de manera correcta. En relación con la rrobustez del software, permite de manera mucho más sencilla luego realizar el código de producción basado en los test.",3,3,0,<INSUFICIENTE>,1.67,1.5,3
Q799823558,"La comparacion de TDD con la metodologia tradicional de testing en el desarrollo de software, se basa en que en la metodologia tradicional, los test no tienen la misma importancia que en la metodología TDD, ya que hay veces que los test no se realizan. Por otra parte en la metodología tradicional al realizar las pruebas al final, el codigo ya ha sido desarrollado al completo por lo que aplicar o solucionar cambios va a ser mas costoso o dificiles de resolver. Tambien puede darse el caso de que haya codigo duplicado o inecesario, ya que no se realiza la fase de refactor la cual es clave en la metodologia TDD para modificar u optimizar el codigo. Además en TDD, los test sirven para entender como funciona el flujo del programa y tambien sirven como una documentacion viva del codigo del programa.",8,0,-8,<INSUFICIENTE>,1.43,1.5,0
Q004474161,"El ciclo TDD (Test-Driven Development), es una metodologia que se bass en la implementacion de test al principio del desarrollo del codigo para asi evitar errores tardios que son dificiles de gestionar y resolver. TDD tiene distintas etapas en las que encontramos: 1. Red: es en la parte en la que crear un test que va a dar error. 2. Green: es la etapa en la que se ejecuta un codigo minimo para resolver este test y que salga de color verde. Por ultimo tenemos la fase refactor, en la cual sin modificar los test en verde, mejoramos, optimizamos y organizamos el codigo para que este sea mas eficiente y no haya codigo duplicado o codigo inecesario. Esto en el desarollo de software es clave ya que nos resuelve un gran numero de problemas y podemos hacer que nuestro codigo sea mas fiable y no tenga tantos errores a la hora de desplegar la aplicacion. Tambien si trabajamos en equipo es una ventaja, ya que los test nos permiten entender el fucionamiento del codigo o si hay errores donde los podemos detectar.",10,7,-3,<ACEPTABLE>,4.44,5,7
Q675600740,"Las buenas practicas de TDD sirven para tener un codigo bien estructurado y optimizado entre otras cosas. Unas de las buenas practicas son las siguientes: dar nombres claros a los metodos que se realizan y que nos sea facil saber que hace y para que se usa ese método. Tambien tener test que solo solucionen una parte del codigo, no intentar que un test se base en gran parte del codigo ya que puede ser un error. Tambien es crucial aplicar la regla AAA para comprobar que el codigo que se ha implementado tenga coherencia. Por ultimo otro de los principios es que los test tienen que ser independientes, no tienen que depender de ningun servicio y se tienen que poder ejecutar de manera independiente",6,6,0,<ACEPTABLE>,0,5,7
Q205293180,"Son clave ya que permiten usar un test para distintos casos y asi evitar codigo duplicado. Gracias a esto se tiene una mejor estructuracion del codigo y por tanto sea mas eficaz.",3,2,-1,<INSUFICIENTE>,0,1.5,2
Q004474161,"El ciclo del TDD es una fase en el desarrollo e implementacion del software la cual consiste en la evaluación del codigo mediante pruebas de este. Existen multiples formas de evaluar, en Java, existen frameworks como JUnit5, Maven test o JaCoCo que nos permiten realizar estas pruebas unitarias y test para verificar el codigo.
Los test suelen estar clasificados en 3 tipos que son TDD rojo donde se indica que el test falla y no pasa, TDD verde donde se implementa el codigo minimo necesario para pasar el test y el TDD refactor donde se refactoriza el codigo minimo implementado para mejorarlo y que aún supere las pruebas.

Un ejemplo de test pueden ser los assertion test los cuales en funcion del tipo de test sabremos si este pasa o no, un ejemplo de ellos son los AssertionNull donde comprobamos si el parametro es nulo o no",6,4,-2,<ACEPTABLE>,3.33,5,4
Q799823558,"TDD a diferencia del enfoque tradicional, como su propia definicion de las siglas Test driven development son test que se desarrollan en funcion del desarrollo de software, es decir, son test que se van implementando a medida que vamos desarrollando el software y además, vamos probando si el software pasa las pruebas que se le establecen o no. Un ejemplo de ello puede ser si queremos comprobar mediante test unitarios si un metodo nuevo que acabamos de implementar pasaria un test de assertion de array, donde queremos esperar un resultado, comprobariamos mediante un test si el array retornado por nuestro metodo pasa dicho test mediante una comprobacion por uso de test mientras que un test tradicional tendria que esperar a la finalizacion del desarrollo de software para poder realizar la comprobacion. En resumen, con TDD se comprueba a medida que se desarrolla y no tenemos que esperar a la finalizacion del desarrollo para comprobar el codigo y luego refactorizar en funcion del resultado",6,7,1,<ACEPTABLE>,7.14,5,7
Q675600740,"Entre las buenas practicas del TDD podemos identificar 2 principalmente: 
El desarrollo AAA (Arrange-apply-assertion). El cual nos define que la estructura principal de los test consiste en la definicion de las variables del test y lo que vamos a necesitar, apply donde se aplican las pruebas en cuestion dentro del test y assertion donde se obtienen y devuelven los resultados obtenidos.

Tambien dentro de las buenas practicas encontramos el Named, que es identificar los test por un nombre acorde a la accion que este test realiza, es decir, si nosotros queremos hacer una comprobacion de valores en un array, un ejemplo de nombre podria ser ComprobacionDeArray que es mas correcto que llamarlo simplemente Test1

Estas 2 practicas son un ejemplo de las buenas practicas que se han de tener en cuenta en el desarrollo del TDD y tienen un impacto en el orden del codigo y su legibilidad a la hora de su modificacion o implementacion",6,3,-3,<INSUFICIENTE>,0,1.5,4
Q205293180,"En el contexto de TDD, validar las entradas es un paso fundamental para analizar que tipos de datos estamos utilizando en nuestro desarrollo, por ejemplo, si queremos recibir en un momento especifico un tipo de array, mediante el uso de TDD podemos analizar si el array que recibimos es el esperado, esto nos ayuda a buscar los datos que estamos buscando y poder trabajar sobre los valores esperados aportando robustez sobre el software. Otro ejemplo es cuando buscamos un tipo de dato concreto y lo tenemos que transformar como un float, mediante el uso de parse podemos convertir nuestra entrada al tipo de valor que buscamos pero gracias al TDD realizamos una comprobacion previa sobre si el tipo de dato es el esperado o no. En conclusion, es un analizador sobre si los datos que el usuario introduce son los correctos y los esperados o si no lo son",6,7,1,<EXCELENTE>,5,9.5,7
Q799823558,"En un entorno tradicional de testing, se prueban los códigos una vez finalizado la escritura inicial. Lo que hace que TDD se diferencie, es que se empieza escribiendo codigos en red, lo que nos dice si un test es correcto y no que siempre sea verde al principio. Luego se desarrolla el código lo que permite no expandir de más nuestro código inicial (ser conciso). También esta metodología permite la refactorización de código sea más sencilla al estar el código hecho para los tests y no viceversa.",7,0,-7,<INSUFICIENTE>,1.43,1.5,0
Q004474161,"La importancia de TDD (Test Driven Development) es una metodología de desarrollo en el cual se diseñan una serie de tests, con tal de acotar el alcance de nuestro programa además de tener herramientas para probar nuestro código. Esto sirve para la detección de bugs, ya que al ir cubriendo el código, se van cubriendo una gran parte importante de los bugs.",5,3,-2,<INSUFICIENTE>,0,1.5,4
